timestamp,context,source,width,height,blockSize,discardBits,smooth,psnr,ssim,rawSize,compressedSize,nodalSize,qoiSize,jpegSize,pngSize,webpSize,customEncodeMs,customDecodeMs,jpegEncodeMs,jpegDecodeMs,pngEncodeMs,pngDecodeMs,webpEncodeMs,webpDecodeMs
2025-12-08T12:47:22.479Z,batch,image,2433,3637,6,1,false,29.390477228147805,0.9934304468887891,26546463,1105535,247765,857738,1087108,15277746,1107646,1707.5998999997973,1079.595600000117,209.3917000000365,106.51949999993667,1263.2963999998756,253.96620000014082,1393.757700000424,361.24319999990985
2025-12-08T12:47:35.964Z,batch,image,4000,6000,6,1,false,37.01191734282591,0.9963324432915903,72000000,2043918,462559,1581327,1077173,16082957,842572,4153.5819000001065,3248.4235999998637,765.5780999995768,293.4212000002153,2210.1403999999166,320.69089999981225,3213.379600000102,642.7425999999978
2025-12-08T12:48:08.512Z,batch,image,5152,7728,6,1,false,32.088761526877235,0.9929537715136648,119443968,5326454,1158140,4168282,3652429,70398970,3528942,6386.051299999934,4930.091000000015,937.0065999999642,539.1880999999121,5383.938099999912,959.9525000001304,16327.110400000121,1286.9085999997333
2025-12-08T12:48:22.543Z,batch,image,4000,6000,6,1,false,25.86558748485946,0.9730986072436713,72000000,3787516,885502,2901982,3005845,45693940,2918240,4346.57209999999,2655.2434000000358,569.9210000000894,283.80810000002384,3416.8016000003554,658.9344000001438,3659.0387999997474,906.7999999998137
2025-12-08T12:48:36.335Z,batch,image,4840,4016,6,1,false,27.95292405208954,0.9822607048911881,58312320,2898189,524889,2373268,4158982,45770060,6154270,3636.5800000000745,3010.8708000001498,522.4085999997333,268.04180000023916,3668.687200000044,613.5493999999017,4070.368999999948,800.2115000002086
2025-12-08T12:48:48.554Z,batch,image,3512,6240,6,1,false,30.203206469710075,0.9916105668269326,65744640,2466857,533751,1933074,1997751,30499453,1845960,3678.8667999999598,2460.2326000002213,550.6003000000492,260.84459999995306,2549.714599999599,484.49560000002384,3258.0378999998793,619.314600000158
2025-12-08T12:48:56.310Z,batch,image,3024,4032,6,1,false,27.787726727247055,0.9810890204424498,36578304,1679885,376880,1302973,1877927,25297949,2000450,2087.8252999996766,1737.5175999999046,309.0484000002034,152.81440000003204,1942.5819000001065,394.77190000005066,2055.3802999998443,444.73710000002757
2025-12-08T12:49:10.485Z,batch,image,3918,5877,6,1,false,33.88373114041278,0.9953833887177937,69078258,2374213,397724,1976457,2453566,23873265,2225168,4080.2470000004396,2718.3794999998063,557.56119999988,269.02410000003874,4265.588099999819,534.3275000001304,3568.4564999998547,800.5727999997325
2025-12-08T12:49:18.688Z,batch,image,2848,4288,6,1,false,29.14782291518687,0.9898201062900681,36636672,1318088,327234,990822,1258942,15869403,1190944,2474.7694000001065,1738.7635000003502,294.68640000000596,159.1533999997191,1700.5082999998704,264.26560000004247,1984.4111999999732,423.8303999998607
2025-12-08T12:49:26.109Z,batch,image,3928,2619,6,1,false,22.761289627923578,0.9215462049385796,30862296,1911152,452663,1458457,2444545,27305421,2692640,2256.833499999717,1206.6768999998458,278.7055999999866,138.57019999995828,1810.2975000003353,371.79299999959767,2004.6122000003234,462.5938000003807
2025-12-08T12:49:40.741Z,batch,image,4000,6000,6,1,false,26.942568973551637,0.984295128392273,72000000,3098930,697370,2401528,3194659,39844990,3146454,4084.0507999998517,2881.6365000000224,592.4998000003397,282.4154000002891,4483.149600000121,723.1680000000633,3907.2625000001863,905.8180999998003
2025-12-08T12:49:52.712Z,batch,image,5199,4160,6,1,false,36.60573341914808,0.9972284902444979,64883520,2216936,455696,1761208,1882300,30739967,1966460,3522.713800000027,2511.250400000252,521.806899999734,260.2927999999374,2519.1623999997973,463.63420000020415,3241.4799000001512,591.561400000006
2025-12-08T12:50:03.589Z,batch,image,3331,4998,6,1,false,24.90794527544409,0.9809186741732994,49945014,2068225,422686,1645507,2652906,27712265,2777922,3558.2617000001483,1967.939900000114,435.0237000002526,213.88100000005215,2402.8201999999583,364.67150000017136,2829.2400000002235,600.0247000004165
2025-12-08T12:50:25.806Z,batch,image,4480,6720,6,1,false,26.030743753825586,0.9797425043172423,90316800,3156239,515976,2640231,7251442,52812152,10449762,4676.738399999682,3465.9172000000253,840.2280000001192,405.97889999998733,4615.9199999999255,712.0393999996595,9802.910699999891,1163.2782000000589
2025-12-08T12:50:39.308Z,batch,image,4160,6240,6,1,false,40.2014950647288,0.9991532592936809,77875200,1992809,392446,1600331,842533,12792332,870162,4187.184100000188,2998.095900000073,592.4981999997981,288.06279999995604,2011.2735999999568,307.6779999998398,3145.6391000002623,687.3108000000939
2025-12-08T12:51:01.604Z,batch,image,4665,6994,6,1,false,28.155245152839484,0.9928674711309253,97881030,4222998,959160,3263806,4007017,56638581,4095876,5843.13469999982,6822.727099999785,823.6581999999471,396.5662999995984,4332.320800000336,689.0159999998286,5122.921800000127,992.9878000002354
2025-12-08T12:51:12.546Z,batch,image,3324,4986,6,1,false,25.998668889328563,0.9755245030672102,49720392,2080150,489424,1590694,1854616,23478386,1832932,3294.7006000000983,2422.0971999997273,499.879800000228,227.9871999998577,2281.753300000448,315.12550000008196,2724.8294000001624,617.7885999996215
2025-12-08T12:51:23.421Z,batch,image,3360,5159,6,1,false,24.350840717643685,0.9766863410821345,52002720,2394364,559688,1834644,2806213,33624016,2728014,3381.7938000001013,2040.8678000001237,434.2113000000827,224.01519999979064,2556.5783999999985,432.5423000003211,2914.3908999999985,622.4485999997705
2025-12-08T12:51:34.732Z,batch,image,3648,4560,6,1,false,28.815031879289247,0.9895825799646558,49904640,1721082,326308,1394742,2381799,22551227,2683950,3336.3808999997564,2089.2933000000194,482.2587999999523,287.0986999999732,3302.837799999863,455.23090000031516,3280.6145999999717,681.7225999999791
2025-12-08T12:51:42.130Z,batch,image,3024,4032,6,1,false,30.200578275870747,0.9934261981390274,36578304,1198123,239697,958394,1392354,14627885,1455904,2038.8258000002243,1575.9259999999776,291.9238999998197,153.86620000004768,1467.2001000000164,274.1665999996476,1954.786600000225,466.14899999974295
2025-12-08T12:51:47.486Z,batch,image,3482,2321,6,1,false,31.49722338191045,0.9936143482146149,24245166,1186989,255816,931141,1051009,18243187,1034204,1662.0740999998525,1020.3783999998122,202.64830000000075,104.40679999999702,1288.1677000001073,272.32270000036806,1340.7845999998972,340.5680999998003
2025-12-08T12:52:08.362Z,batch,image,4479,6719,6,1,false,26.73072842308526,0.9795078214027805,90283203,3715763,775631,2940100,4175824,52326418,3992090,4831.574000000022,3654.7140000001527,1040.3533999999054,447.32609999971464,5532.118999999948,664.8738000001758,8639.167600000277,900.8814999996684
2025-12-08T12:52:36.155Z,batch,image,4480,6720,6,1,false,28.028962702501843,0.9568180790250677,90316800,4334122,892567,3441523,5693387,68223918,5980248,5422.981900000013,3593.43219999969,775.8092000000179,387.5879999999888,4806.525899999775,862.3526999996975,14637.236400000285,987.533400000073
2025-12-08T12:52:50.413Z,batch,image,6016,4014,6,1,false,30.945087653250233,0.991364842922697,72444672,3604026,796164,2807830,2888244,50087497,2838566,4226.249799999874,2878.403599999845,642.2126000002027,297.8314000000246,3488.290500000119,698.3096000002697,3737.2295999997295,819.6652000001632
2025-12-08T12:53:12.095Z,batch,image,7000,4667,6,1,false,26.120428590641616,0.9700447295052403,98007000,4382024,935058,3446934,4787624,56423309,4908326,5306.985900000203,3697.871799999848,854.6757000000216,442.30590000003576,4703.299399999902,694.6192000000738,8504.36950000003,999.5926000000909
2025-12-08T12:53:27.373Z,batch,image,3768,5652,6,1,false,25.319480523288533,0.9829286099103348,63890208,2498971,434848,2064091,5360397,35416348,6478258,3929.254200000316,3027.0846000001766,608.5096999998204,306.0095000001602,4813.522700000089,626.8175999997184,4634.849000000395,1030.8120999997482
2025-12-08T12:53:38.903Z,batch,image,5472,3648,6,1,false,26.766026724884618,0.9888276026004933,59885568,2143107,462908,1680167,2527449,28148603,2610442,3424.052499999758,2386.8045000000857,498.779399999883,258.39449999993667,2371.2175000002608,397.0230000000447,3104.50950000016,585.9430999998003
2025-12-08T12:54:07.404Z,batch,image,4672,7008,6,1,false,25.635395606470937,0.9655151687002649,98224128,4472565,982481,3490052,5353007,65904630,5682668,5033.99469999969,4139.846200000029,910.5284000001848,445.5663000000641,5351.028099999763,777.5511999996379,15182.352900000289,988.4040000000969
2025-12-08T12:54:34.121Z,batch,image,6774,4492,6,1,false,28.154047882517407,0.9833861516149563,91286424,4862052,1023224,3838796,5218979,77947705,5589772,4621.754499999806,3719.6674999999814,766.63300000038,483.3605999997817,5277.239300000016,801.5542999999598,14360.082500000019,927.5765999997966
2025-12-08T12:54:42.151Z,batch,image,3024,3809,6,1,false,23.666373495887605,0.896373817410236,34555248,1416364,263768,1152564,2978606,22013051,3626978,2242.968899999745,1346.6612999998033,317.9511000001803,159.25270000007004,1663.5095000001602,313.33199999993667,2344.6648999997415,475.28719999967143
2025-12-08T12:54:46.786Z,batch,image,3130,2075,6,1,false,28.941926599911476,0.9939168974150172,19484250,871075,186142,684901,1077520,13277321,1250748,1431.7297999998555,809.254800000228,172.29199999989942,89.01120000006631,1130.9163999999873,224.78509999997914,1158.308699999936,319.7127000000328
2025-12-08T12:55:00.440Z,batch,image,3863,5794,6,1,false,27.525445544331717,0.9652550077964616,67146666,2976173,652004,2324137,4085018,45130726,4679844,3459.0075999996625,2747.2326000002213,577.1184000000358,288.9264000002295,4046.097300000023,626.4284000000916,4280.177799999714,860.968200000003
2025-12-08T12:55:12.015Z,batch,image,5472,3648,6,1,false,31.860681484782233,0.9859198737382898,59885568,2427227,563401,1863794,1784251,28443008,1692876,3465.55979999993,2410.905499999877,510.6676999996416,250.86979999998584,2450.2218999997713,404.7180000003427,2946.86819999991,592.6732000000775
2025-12-08T12:55:15.496Z,batch,image,2014,2517,6,1,false,31.621948643855436,0.9606388354133332,15207714,328342,84168,244142,254043,2682626,233040,1289.2159000001848,596.5463000000454,126.36890000011772,71.78750000009313,385.45269999979064,65.75590000022203,647.3177000000142,195.79650000017136
2025-12-08T12:55:30.244Z,batch,image,4000,6000,6,1,false,28.640586192814435,0.9856852832468472,72000000,3277401,704992,2572377,4290033,54195362,5483578,3909.626099999994,3046.2669000001624,621.3371999999508,327.4905000003055,3916.628600000404,706.7242000000551,4480.624399999622,910.8417000002228
2025-12-08T12:55:44.994Z,batch,image,4344,5430,6,1,false,27.15558988007695,0.9386345293144485,70763760,2430467,495004,1935431,2463455,28563487,2446292,4430.837999999989,3564.8888999996707,572.4082999997772,326.33750000037253,3100.407600000035,436.60350000020117,3656.8525999998674,711.9167999997735
2025-12-08T12:56:01.919Z,batch,image,4000,6000,6,1,false,36.546054601962915,0.9972023048883875,72000000,838337,138669,699636,526720,5972453,423982,4307.896499999799,7206.948699999601,543.8305999999866,254.49279999965802,1227.3492999998853,196.69749999977648,2340.868799999822,613.7086999998428
2025-12-08T12:56:16.717Z,batch,image,3906,5860,6,1,false,29.8566743331344,0.9830355913446441,68667480,2275455,433642,1841781,3103584,30141596,3552268,4794.429500000086,2543.6104999999516,588.3944000001065,326.10389999998733,3851.686800000258,630.4971000002697,3868.861999999732,886.5379999997094
2025-12-08T12:56:33.608Z,batch,image,4160,6240,6,1,false,33.62897668425747,0.9972116279474652,77875200,1636363,341796,1294535,1005868,12790060,702702,4347.290299999993,5273.982900000177,595.3009000001475,266.71329999994487,2330.451300000306,318.46830000029877,3649.447500000242,1094.1561000002548
2025-12-08T12:57:00.071Z,batch,image,4000,6000,6,1,false,23.814489828297425,0.9371149330576776,72000000,4772633,1016755,3755846,7139891,70923062,9097006,5095.648200000171,3115.4546000002883,678.0792000000365,340.3486999999732,5010.577200000174,697.1728000002913,14103.027499999851,1114.2536999997683
2025-12-08T12:57:20.374Z,batch,image,3941,5911,6,1,false,27.13062721962663,0.9016858723980506,69885753,3034641,611882,2422727,5219315,44213852,6078568,4133.115199999884,2858.2862999998033,606.3660000003874,304.2946000001393,4121.733000000007,602.2807999998331,9731.748000000138,834.4014999996871
2025-12-08T12:57:35.220Z,batch,image,4160,6240,6,1,false,35.711641253848036,0.9983224065254602,77875200,2328356,491464,1836860,1318567,19400085,992478,5058.8973000003025,3208.2115000002086,598.0929999998771,300.4427999998443,2265.129800000228,396.6003999998793,3329.554599999916,741.3179000001401
2025-12-08T12:57:59.038Z,batch,image,7008,4672,6,1,false,33.274229500308614,0.9974134809063989,98224128,3723256,834001,2889223,2995659,48392256,2839330,5557.380600000266,6116.254200000316,1141.9368000002578,799.990899999626,7248.295300000347,886.6135999998078,7383.373099999968,1215.782000000123
2025-12-08T12:58:17.237Z,batch,image,4672,7008,6,1,false,31.73757929053266,0.9939580185952099,98224128,3483874,778161,2705681,2340310,34577867,2176258,5842.742499999702,3660.5113999997266,822.8046999997459,415.0755000002682,3432.9920000000857,563.8697000001557,4663.725500000175,913.6392999999225
2025-12-08T12:58:30.726Z,batch,image,3840,5760,6,1,false,34.8612299246913,0.9978251707866298,66355200,2318925,467448,1851445,1839025,29414045,2351794,4208.938300000038,2549.678899999708,515.8264999999665,284.8251000000164,3693.467800000217,588.0376999997534,3540.3201999999583,868.9799999999814
2025-12-08T12:58:42.669Z,batch,image,3840,5760,6,1,false,32.226847047967865,0.9978394837433618,66355200,1565617,344235,1221350,936734,12994612,744888,3800.6052999999374,2790.307599999942,517.9717999999411,256.4166999999434,1644.3271000003442,270.98960000043735,2609.568200000096,623.4872999996878
2025-12-08T12:58:56.016Z,batch,image,3375,6000,6,1,false,23.80245012732491,0.9446391416090506,60750000,2241261,452763,1788466,3211828,23186263,3340340,3702.5213000001386,3150.7527999999,489.21629999997094,276.8953999998048,3010.5615000003017,393.185899999924,3420.2633000002243,717.1203000000678
2025-12-08T12:59:07.869Z,batch,image,3953,5266,6,1,false,35.25646669755559,0.9977479116400331,62449494,1779388,406726,1372630,1177018,15638396,894366,3644.374400000088,2575.9169000000693,473.9396999999881,257.03120000008494,1958.8376000002027,331.21490000002086,2883.50549999997,599.1389999999665
2025-12-08T12:59:15.804Z,batch,image,3072,4608,6,1,false,32.006487627354744,0.985991764741702,42467328,867318,176485,690801,613866,8354722,539458,2568.1173000000417,1679.8260000003502,336.88320000004023,167.82719999970868,1189.871499999892,156.54999999981374,1701.907000000123,443.0095000001602
2025-12-08T12:59:30.432Z,batch,image,4000,6000,6,1,false,28.552619170699778,0.9899998066461595,72000000,3293319,741308,2551979,3474776,45134316,3716996,3991.6388999996707,3032.4172999998555,580.5172999999486,297.88280000025406,3877.994799999986,789.6286999997683,4229.488499999978,1007.627900000196
2025-12-08T12:59:45.271Z,batch,image,6000,4000,6,1,false,30.08720362027159,0.9763832243419801,72000000,3162253,714719,2447502,2932296,43112296,3380320,4432.786400000099,3103.226500000339,585.5758999995887,302.7713999999687,3516.24990000017,604.0586999999359,3997.6003999998793,827.5431999997236
2025-12-08T12:59:53.132Z,batch,image,3024,4032,6,1,false,34.84769313683954,0.9958866158884173,36578304,1197920,229717,968171,904138,12579647,736718,2524.9378000004217,1588.8228999995627,313.8930999999866,168.06439999956638,1711.2621999997646,278.44370000017807,1803.6093000001274,439.227300000377
2025-12-08T13:00:09.001Z,batch,image,4000,6000,6,1,false,31.59151227725804,0.994675488263069,72000000,2311989,465326,1846631,2926220,33781224,3369050,4615.152800000273,3766.1430000001565,589.1057000001892,276.8271999997087,3548.4868999999017,661.4351999997161,4134.587799999863,829.7009000000544
2025-12-08T13:00:25.751Z,batch,image,3913,5870,6,1,false,23.95287776513941,0.9703461728808781,68907930,2634563,609032,2025499,3374259,35981219,3534718,4947.222900000401,2599.2308999998495,729.1548000001349,300.2150999996811,5590.494799999986,654.2176000000909,5270.107199999969,891.7943000001833
2025-12-08T13:00:34.377Z,batch,image,3024,4032,6,1,false,22.112398244744654,0.8780720590512284,36578304,1604059,380076,1223951,2151080,20864575,2379700,2617.152999999933,1568.4324000002816,408.00659999996424,158.61049999995157,1863.6452999999747,283.9922000002116,2163.4575000000186,500.6887000002898
2025-12-08T13:00:39.309Z,batch,image,2001,3000,6,1,false,24.281854687125318,0.9687861973083188,18009000,890789,220213,670544,1232048,13529554,1319212,1547.459599999711,770.7011000001803,179.16099999984726,82.08229999989271,1531.398199999705,188.971700000111,1272.5212000003085,307.6887000002898
2025-12-08T13:00:51.228Z,batch,image,3485,5227,6,1,false,33.14492236938608,0.9942624469981418,54648285,2183235,462665,1720538,1448156,23221448,1294328,3523.0104000000283,2413.9753999998793,447.5887000001967,231.20250000013039,2173.2596999998204,349.2512000002898,2573.7395999999717,555.2574999998324
2025-12-08T13:01:09.774Z,batch,image,4160,6240,6,1,false,32.38897562654059,0.9953823524026586,77875200,2267140,440806,1826302,3035683,35584150,3759326,6130.409599999897,3982.1286999997683,638.9450999996625,322.9798999996856,4370.786100000143,689.940700000152,4678.396200000308,749.788500000257
2025-12-08T13:01:24.442Z,batch,image,3829,5241,6,1,false,31.75909061860756,0.9965591261137596,60203367,2158735,486636,1672067,1603709,24140650,1358358,3712.5332999997772,4304.182800000068,385.7738000000827,255.68969999998808,2479.2636000001803,469.6596999997273,3183.6351000000723,922.5088999997824
2025-12-08T13:01:37.114Z,batch,image,3314,5616,6,1,false,24.597593132670465,0.964207821844431,55834272,2318804,510700,1808072,2814995,31393090,3052282,3806.0216000000946,2572.4976000003517,543.3654000000097,270.3070000000298,2839.5789000000805,441.24259999999776,3345.4033000003546,627.0858000000007
2025-12-08T13:01:42.364Z,batch,image,3000,2000,6,1,false,19.386127239426656,0.8450069069687628,18000000,1113030,248591,864407,1972349,17023916,2317032,1612.7657999997027,816.9925000001676,194.78579999972135,114.337599999737,1323.0438999999315,185.58770000003278,1473.698800000362,321.4236000003293
2025-12-08T13:01:54.140Z,batch,image,5767,3845,6,1,false,24.24107406460191,0.8492098966602533,66522345,1533826,319086,1214708,1804027,14574894,1759826,3840.2609999999404,2594.3245000001043,568.6694999998435,278.42989999987185,1668.2633999995887,233.65990000031888,2664.0756999999285,657.1576999998651
2025-12-08T13:02:06.257Z,batch,image,5184,3456,6,1,false,34.653541470953535,0.9919224460907956,53747712,1296273,240966,1055275,1563835,17608565,1821622,3979.254399999976,2243.463800000027,436.83009999990463,240.09550000028685,3168.697500000242,359.33670000033453,3332.8944000001065,622.0164999999106
2025-12-08T13:02:12.948Z,batch,image,3648,2736,6,1,false,27.936787836391723,0.9824347916025226,29942784,1748860,385563,1363265,1356338,23168670,1293576,2060.969399999827,1240.5036999997683,272.2697000000626,144.27289999974892,1688.1337999999523,425.034200000111,1644.8244000002742,446.9987000003457
2025-12-08T13:02:18.666Z,batch,image,3840,2160,6,1,false,25.85473410921184,0.9142589785726208,24883200,1199609,277471,922106,1308605,15353417,1387720,1756.3896999997087,1006.5561999999918,246.1211000001058,120.26389999967068,1382.2498000003397,255.7286000000313,1470.1694000000134,372.57900000037625
2025-12-08T13:02:23.206Z,batch,image,2000,3000,6,1,false,19.887495827495844,0.8929670017854493,18000000,726390,152700,573658,1420589,9752720,1658490,1392.2724999999627,718.5516999997199,213.5089000002481,100.1565999998711,1116.939100000076,164.4887999999337,1232.6389999999665,290.13810000009835
2025-12-08T13:02:47.419Z,batch,image,7108,4744,6,1,false,23.625340617118272,0.9578622905231774,101161056,5138721,1150898,3987791,5781486,63639259,5875068,5972.658599999733,4525.732600000221,1054.5334999999031,587.7284999997355,5363.94579999987,756.1546000000089,9400.672799999826,1086.1299999998882
2025-12-08T13:03:01.849Z,batch,image,6000,3375,6,1,false,20.22592463585823,0.5930972977366595,60750000,3206103,662834,2543237,6696033,49610400,8422846,3704.6067999997176,2416.2608999996446,605.9498000000603,344.88820000039414,3764.9724999996834,553.4977000001818,4843.587100000121,906.5657999999821
2025-12-08T13:03:14.605Z,batch,image,5464,3643,6,1,false,22.677529495385702,0.9545999879218087,59716056,3290022,767619,2522371,3143989,43611385,3360428,3923.5801999997348,2340.7642000000924,533.1049999999814,263.88559999968857,3134.8842999995686,528.9841999998316,3429.7074000001885,741.2870999998413
2025-12-08T13:03:20.557Z,batch,image,3704,2469,6,1,false,29.30230856119641,0.9931323562184217,27435528,799669,160975,638662,781878,10975466,836002,2077.2113000000827,1186.9854999999516,257.9130000001751,103.02749999985099,979.5441000000574,145.063300000038,1268.9392999997362,290.5440999995917
2025-12-08T13:03:29.761Z,batch,image,4752,3168,6,1,false,32.274102804364546,0.9808785345657467,45163008,1634785,355723,1279030,1023929,17074308,1057538,3043.74879999971,1833.0183000001125,414.45589999994263,180.17980000004172,1749.946400000248,305.44530000025406,2259.347300000023,433.9731999998912
2025-12-08T13:03:36.673Z,batch,image,4000,2251,6,1,false,22.93084696471075,0.9251449021173815,27012000,1565508,337353,1228123,1801797,24125411,1956570,1743.971499999985,1619.439100000076,311.0825000000186,142.56620000023395,1740.3169999998063,362.38389999978244,1766.5180000001565,419.1408000001684
2025-12-08T13:03:51.374Z,batch,image,6000,4000,6,1,false,31.30498621547894,0.9938616414763247,72000000,3395004,753607,2641365,2664795,49871062,2599428,4467.109699999914,3187.0480999997817,605.5564999999478,301.19910000031814,3380.6092000002973,637.401399999857,3791.9309000000358,820.1211999999359
2025-12-08T13:04:07.231Z,batch,image,6000,4000,6,1,false,34.051921180810034,0.9896198056509553,72000000,2460056,561124,1898900,1867690,29822460,1848648,5332.899500000291,3263.7273999997415,660.7585999998264,315.0586000001058,2955.1816000002436,484.28509999997914,3787.754500000272,708.8214000002481
2025-12-08T13:04:14.072Z,batch,image,3720,2800,6,1,false,34.83018396258956,0.9979455158301493,31248000,1069149,227595,841522,723055,12919135,715994,2190.0049999998882,1286.5715000000782,267.8363999999128,138.15789999999106,1540.6275999997742,273.4560999996029,1532.777499999851,410.9396999999881
2025-12-08T13:04:25.928Z,batch,image,4000,5000,6,1,false,30.316963073307793,0.995640077083916,60000000,2327573,554706,1772835,1680631,29584716,1724526,3458.948100000154,2605.4583999998868,532.6697999997996,250.5948999999091,2646.809200000018,436.8322000000626,3155.866599999834,598.8081000000238
2025-12-08T13:04:33.684Z,batch,image,4252,2835,6,1,false,25.909785300481914,0.9790261646617556,36163260,1330649,309410,1021207,1738397,19344461,1768804,2436.9520000000484,1509.936900000088,306.70589999994263,173.60699999984354,1442.2560000000522,253.7585999998264,1915.5359000000171,426.32480000006035
