? image,timestamp,context,source,width,height,blockSize,discardBits,smooth,psnr,ssim,rawSize,compressedSize,nodalSize,qoiSize,jpegSize,pngSize,webpSize,customEncodeMs,customDecodeMs,jpegEncodeMs,jpegDecodeMs,pngEncodeMs,pngDecodeMs,webpEncodeMs,webpDecodeMs
84,2025-12-08T12:26:05.767Z,batch,image,2000,3000,8,2,FALSE,19.335354042109948,0.8784566956117016,18000000,386071,65594,320445,1420589,9752720,1658490,1723.6119000001345,410.97650000010617,184.19270000001416,98.79700000002049,1756.4854999999516,276.72509999992326,1620.1188000000548,434.38489999994636
85,2025-12-08T12:26:34.122Z,batch,image,7108,4744,8,2,FALSE,22.723357789092063,0.9499242547798329,101161056,2855169,503821,2351316,5781486,63639259,5875068,10071.063300000038,1710.8770999999251,951.5400999998674,465.3452999999281,7583.262899999972,878.8621999998577,10969.194199999794,1347.720399999991
86,2025-12-08T12:26:51.109Z,batch,image,6000,3375,8,2,FALSE,19.761701513388594,0.5379547096142009,60750000,1720046,282122,1437892,6696033,49610400,8422846,5033.823600000003,970.4659,830.3490999999922,350.34370000008494,5825.351599999936,842.0921999998391,6068.589600000065,1163.7698999999557
87,2025-12-08T12:27:06.000Z,batch,image,5464,3643,8,2,FALSE,21.364796841268063,0.9392383106247222,59716056,1884034,357603,1526399,3143989,43611385,3360428,5433.536199999973,1100.8745000001509,537.6674000001512,266.89100000006147,4992.524099999806,638.2822,4247.998900000006,923.2688999997918
88,2025-12-08T12:27:12.451Z,batch,image,3704,2469,8,2,FALSE,28.088115202114615,0.9920817127143665,27435528,489278,71308,417938,781878,10975466,836002,2533.066899999976,503.8489999999292,238.6239999998361,117.32019999995828,1199.8305000001565,189.01130000012927,1410.5206999999937,409.7735999999568
89,2025-12-08T12:27:22.194Z,batch,image,4752,3168,8,2,FALSE,30.203064051730138,0.9730181813528378,45163008,837395,144000,693363,1023929,17074308,1057538,3456.2230999998283,781.9710999999661,376.73399999993853,177.07649999996647,2809.252300000051,401.03370000002906,2811.150999999838,680.7898000001442
90,2025-12-08T12:27:30.118Z,batch,image,4000,2251,8,2,FALSE,22.031381925544665,0.9096933952459598,27012000,907355,154355,752968,1801797,24125411,1956570,2476.212499999907,495.53249999997206,270.44029999990016,146.07680000015534,2808.374599999981,350.6384000000544,2178.161599999992,449.20120000001043
91,2025-12-08T12:27:47.698Z,batch,image,6000,4000,8,2,FALSE,28.986675595537314,0.9905775264823294,72000000,1989010,363302,1625676,2664795,49871062,2599428,5433.0278,1221.2120999998879,675.8732000000309,502.6861000000499,7182.721499999985,657.0733999998774,5195.690600000089,1072.371399999829
92,2025-12-08T12:28:02.952Z,batch,image,6000,4000,8,2,FALSE,31.768864795204568,0.985634828,72000000,1374614,251293,1123289,1867690,29822460,1848648,5521.148199999938,1210.2532999999821,625.8900999999605,316.2884999997914,3832.0509000001475,573.3906999998726,4253.039400000125,869.8107000000309
93,2025-12-08T12:28:10.517Z,batch,image,3720,2800,8,2,FALSE,31.553156373624947,0.9964845963006582,31248000,543477,96064,447381,723055,12919135,715994,2942.3523999999743,572.4516000000294,286.67229999997653,121.77349999989383,2031.658800000092,408.86880000005476,1648.1351999999024,421.6759000001475
94,2025-12-08T12:28:23.665Z,batch,image,4000,5000,8,2,FALSE,28.457804716507663,0.9939517922741115,60000000,1273248,254631,1018585,1680631,29584716,1724526,5164.779899999965,980.0401000001002,509.35840000002645,254.8469000000041,3072.3277000000235,686.4706,3554.437099999981,844.0172000001185
95,2025-12-08T12:28:31.810Z,batch,image,4252,2835,8,2,FALSE,25.012523571371762,0.9745496166659475,36163260,773497,134556,638909,1738397,19344461,1768804,2929.4199999999255,620.3947999998927,370.21100000012666,174.22740000020713,2012.685799999861,402.6036000000313,2245.0175999999046,592.3723999999929
96,2025-12-08T12:28:48.454Z,batch,image,6000,4000,8,2,FALSE,22.770116191399286,0.9661075117712113,72000000,1928827,361640,1567155,4316529,47803028,4425452,5926.590199999977,1189.6020000001881,657.6506000000518,321.5201000000816,5486.564800000051,854.1588999999221,5245.725499999942,1076.3729000000749
97,2025-12-08T12:29:05.219Z,batch,image,5421,3619,8,2,FALSE,14.930689078865687,0.6277239057620414,58855797,2476293,470857,2005404,8554524,57252498,9043104,5277.657499999972,1044.3317000002135,703.4004999999888,328.9791999999434,6665.683699999936,817.6515999999829,6134.192100000102,1225.4544999999925
98,2025-12-08T12:29:20.528Z,batch,image,6000,4002,8,2,FALSE,25.39516238402324,0.964809472,72036000,1575227,273582,1301613,2944083,39236240,3101422,5374.630299999844,1150.1131999997888,650.3133,315.08480000006966,4509.030100000091,810.5813000001945,4649.417600000044,1001.405700000003
99,2025-12-08T12:29:29.625Z,batch,image,4879,3253,8,2,FALSE,35.04076073342158,0.9895791726259205,47614161,560748,74206,486510,588948,7279849,398688,3740.6499000000767,789.7913999999873,401.0814000000246,176.4291999998968,1059.7073000001255,273.0020999999251,2048.1763999999966,559.0276999999769
100,2025-12-08T12:29:46.870Z,batch,image,6010,4012,8,2,FALSE,21.198873040610632,0.7877883837988301,72336360,1663737,268809,1394896,5412436,45173746,6468234,5765.800700000022,1204.0130000000354,936.2043000000995,349.59599999990314,5220.473499999847,815.5161000001244,5609.446700000204,1159.2380999999586
