? image,timestamp,context,source,width,height,blockSize,discardBits,smooth,psnr,ssim,rawSize,compressedSize,nodalSize,qoiSize,jpegSize,pngSize,webpSize,customEncodeMs,customDecodeMs,jpegEncodeMs,jpegDecodeMs,pngEncodeMs,pngDecodeMs,webpEncodeMs,webpDecodeMs
11,2025-12-08T11:44:59.516Z,batch,image,5462,8192,4,2,FALSE,22.81720799347776,0.960169007,134234112,11106959,2294183,8812744,8387153,82670369,9575142,5114.745199999976,3711.630199999985,893.9837999999872,413.86819999999716,5202.506099999999,883.8992000000144,18538.6667,1170.2975000000151
12,2025-12-08T11:45:06.633Z,batch,image,2941,4160,4,2,FALSE,36.908212038796776,0.9997679600176983,36703680,1160320,279166,881122,480534,6605984,352758,2018.3291000000027,1342.5334999999905,269.62309999999707,120.12669999999343,1007.5945999999822,148.17410000000382,1596.046800000011,344.1298999999999
13,2025-12-08T11:45:15.793Z,batch,image,3501,5251,4,2,FALSE,28.014184387702407,0.976902665,55151253,3678864,761872,2916960,2360613,26835233,2437310,2259.6281000000017,1769.7724999999919,373.9573999999848,165.51369999998133,2007.1771000000008,271.2954000000027,2583.5587000000232,440.61920000001555
14,2025-12-08T11:45:29.286Z,batch,image,4000,6000,4,2,FALSE,34.28732229,0.998794806,72000000,2864450,553469,2310949,1613910,20287736,1444542,3758.0321000000113,2716.8736999999965,528.5485000000044,249.60819999998785,3223.5174000000115,399.04940000001807,3402.9807000000146,787.8507
15,2025-12-08T11:45:47.551Z,batch,image,7549,5035,4,2,FALSE,32.62652597953941,0.9959649444832877,114027645,6618284,1455253,5162999,3363961,50757969,3463610,5289.1101999999955,3209.082400000014,785.8035000000091,397.9216000000015,3628.6236999999965,606.8649,4963.020399999979,1058.6700999999885
16,2025-12-08T11:45:59.865Z,batch,image,4000,6000,4,2,FALSE,31.015624814380054,0.9957326938780303,72000000,6614064,1368105,5245927,3108664,53872833,2887916,2964.9572000000044,2156.5228999999817,508.7465000000084,222.39220000000205,3303.7237000000023,579.2653000000282,3577.244100000011,712.4064999999828
17,2025-12-08T11:46:15.957Z,batch,image,4672,7008,4,2,FALSE,32.274395506446794,0.9891267662317182,98224128,6035356,1231068,4804256,3422180,45291861,3509960,4060.5236999999615,2848.6898999999976,712.5761000000057,333.12429999996675,3846.0234000000055,601.1401000000187,4717.050300000003,747.4674999999697
18,2025-12-08T11:46:26.071Z,batch,image,3880,5886,4,2,FALSE,36.463564371877325,0.9976901536681985,68513040,1807553,425680,1381841,783456,9283449,647516,2834.0158999999985,1938.283700000029,483.93369999999413,230.25029999995604,1522.6526000000304,179.00089999998454,2462.423999999999,490.5613000000012
19,2025-12-08T11:46:31.251Z,batch,image,2433,3637,4,2,FALSE,30.710154568476163,0.9959818525242107,26546463,1810397,390677,1419688,1087108,15277746,1107646,1465.6560000000172,835.3234000000521,170.01319999998668,81.4609,1072.572199999995,183.53940000000875,1319.379499999981,258.6048000000301
20,2025-12-08T11:46:47.661Z,batch,image,4000,6000,4,2,FALSE,35.39709499370446,0.9975179215804812,72000000,2648108,635981,2012095,1077173,16082957,842572,7670.536399999983,2025.3594999999623,591.9250999999931,369.6500000000233,2156.6255000000237,345.85940000001574,3193.8913000000175,651.8368999999948
21,2025-12-08T11:47:26.553Z,batch,image,5152,7728,4,2,FALSE,32.61365580781502,0.9956935421796123,119443968,8333309,1780092,6553185,3652429,70398970,3528942,9608.991399999999,4267.178200000024,1351.717399999965,504.84519999998156,6991.443700000003,964.2662999999593,19166.60560000001,993.2931999999564
22,2025-12-08T11:47:45.127Z,batch,image,4000,6000,4,2,FALSE,27.764975368941194,0.9839446231404686,72000000,6450403,1408452,5041919,3005845,45693940,2918240,4218.842400000023,3141.3905999999843,787.2037000000128,358.9524000000092,5740.9156000000075,703.2557999999844,4795.272500000021,999.2893
23,2025-12-08T11:48:05.396Z,batch,image,4840,4016,4,2,FALSE,27.754448150529875,0.9824975967466478,58312320,5260689,869325,4391332,4158982,45770060,6154270,4436.642400000012,4035.3895,619.5742999999784,306.4003999999841,7396.428100000019,710.6354999999749,5234.2420000000275,1222.7270000000135
24,2025-12-08T11:48:25.332Z,batch,image,3512,6240,4,2,FALSE,31.4732096,0.9948003303934596,65744640,3624271,783957,2840282,1997751,30499453,1845960,5809.947700000019,4293.853199999954,743.5775999999605,377.7771000000066,5318.8268999999855,820.5289999999804,4491.538900000043,1163.0989000000409
25,2025-12-08T11:48:39.303Z,batch,image,3024,4032,4,2,FALSE,28.96401094324392,0.9870411461683137,36578304,2912096,597562,2314502,1877927,25297949,2000450,4062.449399999983,2453.457999999984,415.671,205.76639999996405,4164.062199999986,425.5214000000269,2824.6636999999755,678.5690000000177
26,2025-12-08T11:48:59.819Z,batch,image,3918,5877,4,2,FALSE,33.353935934194084,0.9966106820863155,69078258,3965837,642095,3323710,2453566,23873265,2225168,5901.186999999976,2724.786300000036,842.2187999999733,431.0142000000342,6787.588699999964,552.2564,4848.800500000012,818.256
27,2025-12-08T11:49:08.557Z,batch,image,2848,4288,4,2,FALSE,30.98954068337999,0.9937902250640986,36636672,2164167,518071,1646064,1258942,15869403,1190944,3264.227899999998,985.9822000000277,402.5299000000232,176.9557999999961,2053.684500000032,235.24220000003697,2209.8218000000343,309.31949999998324
28,2025-12-08T11:49:14.283Z,batch,image,3928,2619,4,2,FALSE,24.20684595855412,0.9463787197692008,30862296,3773834,790807,2982995,2444545,27305421,2692640,1298.0889999999781,851.4868000000133,202.57030000002123,98.37229999998817,1525.1650999999838,265.76899999997113,1811.2474000000511,316.01600000000326
29,2025-12-08T11:49:25.614Z,batch,image,4000,6000,4,2,FALSE,28.753131547320002,0.9910675680499459,72000000,5078085,1067416,4010637,3194659,39844990,3146454,2855.879200000025,1925.8334000000032,438.3915,300.5256999999983,3313.337999999989,475.71100000001024,3470.9755000000005,608.1478000000352
30,2025-12-08T11:49:35.304Z,batch,image,5199,4160,4,2,FALSE,34.61011264808186,0.9974453947210371,64883520,3136813,635553,2501228,1882300,30739967,1966460,2624.0346000000136,1704.3261000000057,386.56609999999637,183.14559999998892,1972.8867999999784,378.3935000000056,2822.419200000004,445.7063999999664
31,2025-12-08T11:49:43.236Z,batch,image,3331,4998,4,2,FALSE,25.851475258316054,0.9854070825028828,49945014,3683152,690697,2992423,2652906,27712265,2777922,2039.3355000000447,1351.037799999991,351.2094999999972,130.2717999999877,1816.5121999999974,299.45860000001267,2433.7437999999966,425.27090000000317
32,2025-12-08T11:50:02.286Z,batch,image,4480,6720,4,2,FALSE,25.927912068398278,0.9805862118345561,90316800,5463517,821003,4642482,7251442,52812152,10449762,3336.636700000032,2829.100999999966,639.3817999999737,350.98339999996824,3725.0312999999733,562.1352999999654,8727.144799999951,949.7054999999818
33,2025-12-08T11:50:12.534Z,batch,image,4160,6240,4,2,FALSE,36.22663845,0.9991784527431703,77875200,2404621,545396,1859193,842533,12792332,870162,2869.0168000000413,2021.6467999999877,447.87650000001304,210.4660000000149,1562.3144999999786,236.3525999999838,2697.382900000026,498.28310000000056
34,2025-12-08T11:50:27.733Z,batch,image,4665,6994,4,2,FALSE,29.32848060651066,0.9951426753436241,97881030,6958756,1501618,5457106,4007017,56638581,4095876,3808.4151999999885,2755.214500000002,725.8997000000672,383.7507999999216,3615.0077000000747,573.6634000000777,4642.354999999981,725.3750999999465
35,2025-12-08T11:50:35.649Z,batch,image,3324,4986,4,2,FALSE,27.435985882883106,0.983646495,49720392,3253427,758198,2495197,1854616,23478386,1832932,2198.0256999999983,1394.9483999999939,321.92110000003595,151.61410000000615,1524.175099999993,259.7754999999888,2196.9324999999953,391.0037000000011
36,2025-12-08T11:50:44.788Z,batch,image,3360,5159,4,2,FALSE,25.836437230095054,0.9844815298413743,52002720,4157100,918838,3238230,2806213,33624016,2728014,2383.161300000036,1650.1242999999085,346.36069999996107,159.66340000007767,2029.139599999995,348.1706,2553.6027000000468,442.34680000005756
37,2025-12-08T11:50:53.813Z,batch,image,3648,4560,4,2,FALSE,29.492878309937993,0.9923870926909225,49904640,2843545,510186,2333327,2381799,22551227,2683950,2476.1801999999443,1402.810700000031,342.70979999995325,158.0468,2129.7426999999443,291.9344000000274,2521.9420999999857,488.92539999994915
38,2025-12-08T11:51:00.848Z,batch,image,3024,4032,4,2,FALSE,30.604092618605026,0.9951429330259381,36578304,1860791,353284,1507475,1392354,14627885,1455904,2361.9124999999767,1063.6254999999655,224.73730000003707,113.83869999996386,1202.2715999999782,227.1977000000188,1730.453499999945,392.0546000000322
39,2025-12-08T11:51:05.331Z,batch,image,3482,2321,4,2,FALSE,31.982690905313703,0.9958360473603007,24245166,2021893,405564,1616297,1051009,18243187,1034204,1341.1070999999065,663.7157000000589,166.40260000003036,67.44309999991674,1019.7702999999747,204.28509999997914,1195.0534999999218,206.26250000006985
40,2025-12-08T11:51:21.334Z,batch,image,4479,6719,4,2,FALSE,28.140044248316485,0.9868383523715089,90283203,6353289,1260070,5093187,4175824,52326418,3992090,3447.2628999999724,2373.3805,626.2692,239.88020000001416,3463.9801000000443,545.9539,6766.182899999898,640.6039999999339
41,2025-12-08T11:51:44.044Z,batch,image,4480,6720,4,2,FALSE,28.899357705340325,0.9702534676208464,90316800,7960821,1458335,6502454,5693387,68223918,5980248,3365.871299999999,2395.9083,679.8744000000879,270.85859999991953,3698.794600000023,693.3286,13039.611399999936,737.6883
42,2025-12-08T11:51:55.018Z,batch,image,6016,4014,4,2,FALSE,31.66594271896152,0.9943847689582804,72444672,6211339,1286700,4924607,2888244,50087497,2838566,2776.1403,2032.157200000016,418.6945999999298,199.56380000000354,2567.310899999924,479.55629999993835,3169.7347,494.91820000007283
43,2025-12-08T11:52:12.347Z,batch,image,7000,4667,4,2,FALSE,27.384310841430903,0.9799026341826726,98007000,7740015,1532011,6207972,4787624,56423309,4908326,3805.0101000000723,2551.8292,680.0413999999873,373.11329999996815,3412.4403000000166,534.0121000000509,7294.325599999982,727.7158000000054
44,2025-12-08T11:52:22.886Z,batch,image,3768,5652,4,2,FALSE,25.691784610359115,0.9853724905466005,63890208,4667072,733373,3933667,5360397,35416348,6478258,2369.144699999946,1654.0928999999305,399.14850000001024,178.22989999991842,2774.7508999999845,395.59210000000894,3517.283599999966,653.5886999999639
45,2025-12-08T11:52:32.081Z,batch,image,5472,3648,4,2,FALSE,28.046187486147936,0.9924259941845662,59885568,3626918,731415,2895471,2527449,28148603,2610442,2499.472300000023,1570.1879999999655,433.84149999998044,250.9773999999743,1972.9364999999525,293.3578999999445,2704.9083,449.56299999996554
46,2025-12-08T11:52:56.726Z,batch,image,4672,7008,4,2,FALSE,26.99078159490589,0.9772034803493913,98224128,7882521,1606807,6275682,5353007,65904630,5682668,3826.607500000042,2986.2986000000965,683.8249000000069,356.0323,4285.967500000028,604.5782,13791.488699999987,720.1650999999838
47,2025-12-08T11:53:19.623Z,batch,image,6774,4492,4,2,FALSE,29.586307622696687,0.9898343212236718,91286424,9023434,1689539,7333863,5218979,77947705,5589772,3821.8660999999847,2348.9224000000395,621.7247999999672,293.0622999999905,4396.354400000069,653.1261,13131.681400000001,710.2931000000099
48,2025-12-08T11:53:27.062Z,batch,image,3024,3809,4,2,FALSE,24.485157358059404,0.9200969568688858,34555248,2708721,453358,2255331,2978606,22013051,3626978,1660.0303999999305,1448.4912999999942,252.22500000009313,102.96959999995306,1685.4353999999585,287.6025999999838,2346.409900000086,424.5235999999568
49,2025-12-08T11:53:31.936Z,batch,image,3130,2075,4,2,FALSE,29.62033241279949,0.9955777281580434,19484250,1569157,307328,1261797,1077520,13277321,1250748,1626.487599999993,904.9145999999018,142.74710000003688,62.006300000008196,981.7374,186.17339999997057,1103.564699999988,224.41780000005383
50,2025-12-08T11:53:49.527Z,batch,image,3863,5794,4,2,FALSE,28.59124024178033,0.9755838319503727,67146666,5179113,1039187,4139894,4085018,45130726,4679844,5367.119199999957,2967.6236999999965,783.7121000000043,317.5659000000451,4910.712799999979,878.8318000000436,4959.380099999951,1181.5187999999616
51,2025-12-08T11:54:05.529Z,batch,image,5472,3648,4,2,FALSE,32.64511649392622,0.9906859413701273,59885568,3798262,848542,2949688,1784251,28443008,1692876,5531.717399999965,2657.4086999999126,657.7099999999627,336.39179999998305,3141.528799999971,519.6204000000143,3410.002899999963,916.8924000000115
52,2025-12-08T11:54:10.851Z,batch,image,2014,2517,4,2,FALSE,31.783482730480102,0.9696508483293543,15207714,435901,111203,324666,254043,2682626,233040,2003.1740999999456,689.0209000000032,175.25289999996312,75.19969999999739,546.5870000000577,80.06030000001192,768.0166999999201,203.90639999997802
53,2025-12-08T11:54:29.966Z,batch,image,4000,6000,4,2,FALSE,29.30153267259395,0.9888785204825733,72000000,5609364,1092669,4516663,4290033,54195362,5483578,5575.956000000006,3685.295499999891,817.7963000000454,408.02289999998175,5199.266900000046,930.6234,5146.6720000000205,1286.4795000000158
54,2025-12-08T11:54:45.422Z,batch,image,4344,5430,4,2,FALSE,28.452765011148095,0.9582844887538893,70763760,4184561,837049,3347480,2463455,28563487,2446292,3907.1463999999687,2752.9130000000587,1228.7181,376.4699000000255,3890.9236999999266,442.2341000000015,4463.767300000065,743.3053999999538
55,2025-12-08T11:54:59.911Z,batch,image,4000,6000,4,2,FALSE,34.12490323533065,0.9958477844564999,72000000,987262,183405,803825,526720,5972453,423982,4728.355100000044,2807.856000000029,692.2653,349.8068000000203,1674.0407000000123,213.57019999995828,3187.625699999975,707.5921000000089
56,2025-12-08T11:55:16.822Z,batch,image,3906,5860,4,2,FALSE,30.512407366251914,0.9874768393459876,68667480,3762514,694549,3067933,3103584,30141596,3552268,6039.750100000063,1923.0047000000486,757.3336000000127,446.5985000000801,4230.261500000022,433.50900000007823,4448.357,607.9962999999989
57,2025-12-08T11:55:28.149Z,batch,image,4160,6240,4,2,FALSE,34.24015214442746,0.9981125349148887,77875200,2057566,488617,1568917,1005868,12790060,702702,3125.793799999985,2403.5673000001116,487.36170000000857,258.5185000000056,2027.0435999999754,215.33989999990445,2958.142499999958,542.8634999999776
58,2025-12-08T11:55:49.892Z,batch,image,4000,6000,4,2,FALSE,24.788356042876032,0.9511434118042347,72000000,9728827,1807435,7921360,7139891,70923062,9097006,3225.182999999961,2006.863100000075,625.2937000000384,279.05489999998827,4224.188199999975,580.1085,12639.367399999988,955.7086000000127
59,2025-12-08T11:56:07.819Z,batch,image,3941,5911,4,2,FALSE,27.537947731431327,0.9206009016637141,69885753,5696756,1029165,4667559,5219315,44213852,6078568,2959.1384000000544,1884.2580000000307,648.2180000001099,325.49419999995735,4025.1215000000084,584.5437000000384,9662.408200000064,672.3409000000684
60,2025-12-08T11:56:19.320Z,batch,image,4160,6240,4,2,FALSE,35.22417583877189,0.9989029305294399,77875200,3033117,682103,2350982,1318567,19400085,992478,3260.569600000046,2153.367500000051,536.4875999999931,267.6652999999933,1979.5537999999942,309.3351000000257,3142.5293999999994,567.8651000000536
61,2025-12-08T11:56:35.481Z,batch,image,7008,4672,4,2,FALSE,33.41280019267113,0.9981314554760644,98224128,5748020,1251504,4496484,2995659,48392256,2839330,4835.0084,2651.301899999962,738.0749000000069,396.29100000008475,3722.7158000000054,542.2057999999961,4684.3421999999555,623.9832
62,2025-12-08T11:56:50.440Z,batch,image,4672,7008,4,2,FALSE,32.14277182573252,0.9957818756317343,98224128,4789752,1147576,3642144,2340310,34577867,2176258,3979.689699999988,3259.4773999999743,646.7881000000052,281.10169999999925,2629.0527,529.408,4132.724200000055,678.9300999999978
63,2025-12-08T11:57:01.595Z,batch,image,3840,5760,4,2,FALSE,33.716407332011954,0.9981586589519624,66355200,3446041,695714,2750295,1839025,29414045,2351794,3102.716299999971,1887.154899999965,413.10899999993853,211.98609999998007,2827.0158999999985,394.6899999999441,3149.207199999946,547.3869999999879
64,2025-12-08T11:57:11.397Z,batch,image,3840,5760,4,2,FALSE,32.446520787989265,0.9986968328044986,66355200,2115946,479110,1636804,936734,12994612,744888,2846.548000000068,1853.1716000000015,492.1251999998931,241.05079999996815,1524.8510999999708,199.48600000003353,2473.318,458.8633999999147
65,2025-12-08T11:57:21.746Z,batch,image,3375,6000,4,2,FALSE,25.145733972903344,0.9631838356416014,60750000,3590642,671833,2918777,3211828,23186263,3340340,2697.536499999929,1827.6368000000948,382.6099000000395,187.5452000000514,2610.3637999999337,318.2229000000516,3124.757499999949,540.0481999999611
66,2025-12-08T11:57:31.256Z,batch,image,3953,5266,4,2,FALSE,35.08277866108121,0.9986320452757583,62449494,2379131,570861,1808238,1177018,15638396,894366,2592.4094999999506,1733.2387999999337,386.94089999992866,184.3242999999784,1531.9152000000468,244.96380000002682,2444.164299999946,500.3880000000354
67,2025-12-08T11:57:38.109Z,batch,image,3072,4608,4,2,FALSE,32.32307010222012,0.9912280347659261,42467328,1179495,256245,923218,613866,8354722,539458,2041.721600000048,1314.671200000099,267.9514999999665,127.38390000001527,1094.1082999999635,151.64379999996163,1655.6439000000246,320.36149999999907
68,2025-12-08T11:57:50.389Z,batch,image,4000,6000,4,2,FALSE,29.838483226094784,0.993581177,72000000,5649361,1172622,4476707,3474776,45134316,3716996,3139.491700000013,1990.2232999999542,472.18009999999776,236.86060000001453,3148.6436000000685,490.19429999997374,3821.551899999962,679.5483999999706
69,2025-12-08T11:58:04.758Z,batch,image,6000,4000,4,2,FALSE,30.753160553153513,0.9829054634723133,72000000,5134686,1089122,4045532,2932296,43112296,3380320,6055.0625,1931.344299999997,499.0423999999184,227.6443000000436,2731.7055,412.68070000002626,3469.4335999999894,542.1860999999335
70,2025-12-08T11:58:11.064Z,batch,image,3024,4032,4,2,FALSE,35.12799413955015,0.997314305,36578304,1776357,349944,1426381,904138,12579647,736718,1683.4572000000626,1025.2316000000574,219.65480000001844,162.46719999995548,1627.1276999999536,205.0738999999594,1832.203199999989,275.1173000000417
71,2025-12-08T11:58:22.916Z,batch,image,4000,6000,4,2,FALSE,31.55471278951348,0.995492327,72000000,3667112,721149,2945931,2926220,33781224,3369050,2948.286,2090.057800000068,470.88569999998435,232.04079999995884,3004.0304999999935,444.34840000001714,3723.9105999999447,580.1840999999549
72,2025-12-08T11:58:36.333Z,batch,image,3913,5870,4,2,FALSE,25.202489479218343,0.9789536713453273,68907930,4390364,965608,3424724,3374259,35981219,3534718,2937.3835000001127,2290.592500000028,620.002,354.3087999999989,4098.747699999949,491.1726,4553.069799999939,821.1877000000095
73,2025-12-08T11:58:44.805Z,batch,image,3024,4032,4,2,FALSE,23.190818758248707,0.9110541105436414,36578304,2944368,646369,2297967,2151080,20864575,2379700,2794.6857999999775,1332.3482000000076,314.1804000000702,156.60719999996945,1838.2576000000117,279.9403999999631,2168.6056999999564,420.45020000007935
74,2025-12-08T11:58:49.636Z,batch,image,2001,3000,4,2,FALSE,25.77854724866105,0.9788278479019252,18009000,1599580,357302,1242246,1232048,13529554,1319212,1537.5283000000054,619.9361999999965,178.21840000001248,77.22380000003614,1423.3684000000358,211.63570000010077,1315.0158999999985,257.2987
75,2025-12-08T11:59:00.840Z,batch,image,3485,5227,4,2,FALSE,33.32335180628954,0.9964212748731059,54648285,3346712,703943,2642737,1448156,23221448,1294328,3332.760799999931,2066.473100000061,557.5554000000702,283.16250000009313,2521.9470999999903,367.92989999998827,2824.3970999999437,721.6739000000525
76,2025-12-08T11:59:16.990Z,batch,image,4160,6240,4,2,FALSE,32.000427878600796,0.9961075834105311,77875200,3577510,663440,2914038,3035683,35584150,3759326,4913.348299999954,2558.4563000001945,623.9083000000101,436.7956000000704,4648.866900000023,631.5094000000972,4726.146500000032,913.8548999999184
77,2025-12-08T11:59:29.750Z,batch,image,3829,5241,4,2,FALSE,32.56338552516899,0.9979003983318743,60203367,3394441,732887,2661522,1603709,24140650,1358358,4003.819000000134,2489.785200000042,455.82339999987744,228.12709999992512,2568.1662999999244,367.1871,3144.9708,608.6132000000216
78,2025-12-08T11:59:41.411Z,batch,image,3314,5616,4,2,FALSE,25.801796476114262,0.9746825865016978,55834272,4105680,826936,3278712,2814995,31393090,3052282,3889.6348000001162,1401.844999999972,452.40660000010394,254.82660000002943,3161.5751000000164,463.77190000005066,3461.6658000000753,724.1278999999631
79,2025-12-08T11:59:45.332Z,batch,image,3000,2000,4,2,FALSE,20.59885461,0.88853969,18000000,2202617,432931,1769654,1972349,17023916,2317032,1329.5080999999773,703.5689000000712,71.38330000010319,32.25219999998808,852.5226999998558,103.31219999981113,1103.0674999998882,166.6942000000272
80,2025-12-08T11:59:56.677Z,batch,image,5767,3845,4,2,FALSE,25.391585394538243,0.8899389925663614,66522345,2503924,515856,1988036,1804027,14574894,1759826,3178.4198000000324,3213.2032999999356,522.8649000001606,249.1182999999728,1770.5656999999192,245.90760000003502,2863.3839000000153,550.3405999999959
81,2025-12-08T12:00:08.445Z,batch,image,5184,3456,4,2,FALSE,32.961663781840926,0.9916730490090552,53747712,1950653,366369,1584252,1563835,17608565,1821622,4016.9906999999657,2145.658799999859,442.26470000017434,234.7365999999456,2550.0788000000175,299.47200000006706,2945.410200000042,570.7816999999341
82,2025-12-08T12:00:15.769Z,batch,image,3648,2736,4,2,FALSE,29.856364394960323,0.9904422117399926,29942784,3297364,652250,2645082,1356338,23168670,1293576,2265.2832999997772,1337.2698999999557,255.87039999989793,123.48780000000261,1788.8629000000656,373.7672999999486,1638.9629000001587,404.4939000001177
83,2025-12-08T12:00:22.271Z,batch,image,3840,2160,4,2,FALSE,27.102508189481583,0.9387081488630237,24883200,2147026,460283,1686711,1308605,15353417,1387720,2372.8652000001166,1086.1916000000201,207.04169999994338,103.91669999994338,1378.9839999999385,235.79810000001453,1402.9775000000373,339.80729999998584
84,2025-12-08T12:00:27.026Z,batch,image,2000,3000,4,2,FALSE,20.65544330328524,0.9134851088716235,18000000,1312415,255538,1056845,1420589,9752720,1658490,1680.627500000177,574.1958999999333,184.3025999998208,82.1317,1141.1500000001397,150.27229999983683,1229.1447000000626,249.6891
85,2025-12-08T12:00:51.592Z,batch,image,7108,4744,4,2,FALSE,24.967250299072695,0.9698602735804247,101161056,9303986,1905443,7398511,5781486,63639259,5875068,6217.758399999933,3447.0493000000715,1012.1403999999166,495.3218000000343,5432.001200000057,774.1766999999527,9614.0766,1241.0608000000939
86,2025-12-08T12:01:07.460Z,batch,image,6000,3375,4,2,FALSE,20.91082906440926,0.6790755707152341,60750000,6242073,1154823,5087218,6696033,49610400,8422846,4248.577000000048,2254.3022000000346,604.8556999999564,311.0368999999482,4909.716400000034,567.7739999999758,5483.742100000149,848.7846999999601
87,2025-12-08T12:01:20.767Z,batch,image,5464,3643,4,2,FALSE,24.529081545155663,0.9722090659954583,59716056,6054725,1288014,4766679,3143989,43611385,3360428,3960.6024999998044,2071.280800000066,526.7065999999177,255.3863999999594,3740.5815000000875,626.6417000000365,3650.3606999998447,859.3863999999594
88,2025-12-08T12:01:27.210Z,batch,image,3704,2469,4,2,FALSE,29.447190116335648,0.9944740864954803,27435528,1398416,267228,1131156,781878,10975466,836002,2195.245699999854,1552.3836000000592,209.53370000002906,107.54920000000857,953.1744999999646,138.8330999999307,1219.3208000001032,296.5475999999326
89,2025-12-08T12:01:37.933Z,batch,image,4752,3168,4,2,FALSE,32.96826406955021,0.9881013159154496,45163008,2314050,519695,1794323,1023929,17074308,1057538,3355.6943,2371.973199999891,389.7806,188.55180000001565,2347.3112,346.6728999998886,2683.3877999999095,488.0923
90,2025-12-08T12:01:45.062Z,batch,image,4000,2251,4,2,FALSE,24.265560494653794,0.947269327,27012000,2993824,581116,2412676,1801797,24125411,1956570,2018.905299999984,1569.5077999997884,226.76130000012927,114.4731000000611,1653.0496000000276,373.2630999998655,1638.187300000107,426.2327000000514
91,2025-12-08T12:02:00.665Z,batch,image,6000,4000,4,2,FALSE,32.25097326,0.9961714890700453,72000000,5533364,1151241,4382091,2664795,49871062,2599428,4915.9228000000585,2550.5159999998286,580.2725000001956,291.15830000001006,4557.903900000034,751.2581000002101,4328.344299999997,767.0434000000823
92,2025-12-08T12:02:14.753Z,batch,image,6000,4000,4,2,FALSE,33.64455542793076,0.9923265039701445,72000000,3638643,812476,2826135,1867690,29822460,1848648,4437.592799999984,2389.7589000000153,563.9239999998827,303.1670999999624,2804.0439999999944,614.7462999999989,3826.6746000000276,683.0542999999598
93,2025-12-08T12:02:22.256Z,batch,image,3720,2800,4,2,FALSE,33.616211824858496,0.9982415131125127,31248000,1561908,351911,1209965,723055,12919135,715994,2400.7593999998644,1472.904899999965,233.59820000012405,122.49209999991581,1719.1118999999017,300.0275000000838,1522.4262999999337,388.35679999995045
